Instcode;Unieknr;Volgnrar;Aadnstvb;Ingdatdv;Eindatdv;HOOPgeb;Functcat;WelGeenHGL;Salschal;Taakomv;Aanst_22;Peildat
DDD;164921375;1;V;20040101;99990101;DIV;90130;0;10;6000;V;20171231
DDD;164922015;3;T;20180101;99990101;RECH;71110;0;10;8000;T;20181231
DDD;164922015;3;T;20180101;99990101;RECH;71110;0;10;6000;T;20191231
DDD;164922015;3;V;20180101;99990101;RECH;71110;0;10;8000;V;20201231
DDD;164925666;1;V;20070101;99990101;DIV;51020;0;5;8500;V;20181231
DDD;164925666;1;V;20070101;99990101;DIV;51010;0;6;8500;V;20191231
DDD;164925666;1;V;20070101;99990101;DIV;51010;0;6;8500;V;20201231
DDD;164925666;4;T;20200101;20200101;DIV;51010;0;6;500;T;20201231
DDD;164925666;1;V;20070101;99990101;DIV;51020;0;5;8500;V;20171231
DDD;164927322;4;V;20160101;99990101;T&C;21910;0;11;4000;V;20181231
DDD;164927322;4;V;20160101;99990101;T&C;21910;0;11;4000;V;20191231
DDD;164927322;4;V;20160101;99990101;T&C;21910;0;11;4000;V;20201231
DDD;164927322;4;T;20160101;99990101;T&C;21910;0;11;4000;T;20171231
DDD;164930053;1;T;20180101;99990101;G&M;100220;0;8;5000;T;20181231
DDD;164932451;1;V;20060101;99990101;NATU;121410;0;5;8000;V;20181231
DDD;164932451;1;V;20060101;99990101;NATU;121410;0;5;8000;V;20191231
DDD;164932451;1;V;20060101;99990101;NATU;121410;0;5;8000;V;20201231
DDD;164932451;1;V;20060101;99990101;NATU;121410;0;5;9000;V;20171231
DDD;164936068;1;V;19900101;99990101;DIV;60130;0;9;10000;V;20181231
DDD;164936068;1;V;19900101;99990101;DIV;60130;0;9;10000;V;20191231
DDD;164936068;1;V;19900101;99990101;DIV;60130;0;9;10000;V;20201231
DDD;164936068;1;V;19900101;99990101;DIV;60130;0;9;10000;V;20171231
DDD;164937370;6;V;20130101;99990101;NATU;10520;1;16;10000;V;20181231
DDD;164937370;6;V;20130101;99990101;NATU;10520;1;16;10000;V;20191231
DDD;164937370;6;V;20130101;99990101;NATU;10520;1;16;10000;V;20201231
DDD;164937370;6;V;20130101;99990101;NATU;10520;1;16;10000;L;20171231
DDD;164946772;2;V;20170101;99990101;NATU;20630;0;10;6000;V;20181231
DDD;164946772;2;V;20170101;99990101;T&C;70330;0;11;8000;V;20191231
DDD;164946772;2;V;20170101;99990101;T&C;70330;0;11;7000;V;20201231
DDD;164946772;2;T;20170101;99990101;NATU;60120;0;10;6000;T;20171231
DDD;164947528;1;T;20200101;99990101;DIV;60805;0;10;10000;T;20201231
DDD;164949123;1;V;19990101;99990101;RECH;70120;0;12;7000;V;20181231
DDD;164949123;1;V;19990101;99990101;RECH;70120;0;12;8000;V;20191231
DDD;164949123;1;V;19990101;99990101;RECH;70120;0;12;8000;V;20201231
DDD;164949123;1;V;19990101;99990101;RECH;70120;0;12;8000;V;20171231
DDD;164950271;1;V;20060101;99990101;NATU;30830;0;6;7000;V;20181231
DDD;164950271;1;V;20060101;99990101;NATU;30820;0;7;7000;V;20191231
DDD;164950271;1;V;20060101;99990101;NATU;30820;0;7;7000;V;20201231
DDD;164950271;1;V;20060101;99990101;NATU;30830;0;6;7000;V;20171231
DDD;164952615;1;V;20010101;99990101;DIV;71330;0;7;10000;V;20181231
DDD;164952615;1;V;20010101;99990101;DIV;71330;0;7;10000;V;20191231
DDD;164952615;1;V;20010101;99990101;DIV;71330;0;7;10000;V;20201231
DDD;164952615;1;V;20010101;99990101;DIV;71330;0;7;10000;V;20171231
DDD;164953144;1;V;19980101;99990101;RECH;30820;0;7;6000;V;20181231
DDD;164953144;1;V;19980101;99990101;RECH;30820;0;7;6000;V;20191231
DDD;164953144;1;V;19980101;99990101;RECH;30820;0;7;6000;V;20201231
DDD;164953144;1;V;19980101;99990101;RECH;30820;0;7;6000;V;20171231
DDD;164954252;1;V;19980101;99990101;T&C;80410;0;11;8000;V;20181231
DDD;164954252;1;V;19980101;99990101;T&C;80410;0;11;8000;V;20191231
DDD;164954252;1;V;19980101;99990101;T&C;80410;0;11;8000;V;20201231
DDD;164954252;1;V;19980101;99990101;T&C;80410;0;11;8000;V;20171231
DDD;164954289;3;V;20070101;99990101;G&M;10710;0;12;10000;V;20181231
DDD;164954289;3;V;20070101;99990101;G&M;10710;0;12;10000;V;20191231
DDD;164954289;3;V;20070101;99990101;G&M;10710;0;12;10000;V;20201231
DDD;164954289;3;V;20070101;99990101;G&M;10710;0;12;10000;L;20171231
DDD;164957746;1;T;20170101;99990101;G&M;51920;0;6;4000;T;20181231
DDD;164957746;1;V;20170101;99990101;G&M;51910;0;7;4000;V;20191231
DDD;164957746;1;V;20170101;99990101;G&M;51910;0;7;4000;V;20201231
DDD;164957746;1;T;20170101;99990101;G&M;51920;0;6;4000;T;20171231
DDD;164969893;1;V;20130101;99990101;DIV;30130;0;8;10000;V;20181231
DDD;164969893;1;V;20130101;99990101;DIV;30130;0;8;10000;V;20191231
DDD;164969893;1;V;20130101;99990101;DIV;30130;0;8;10000;V;20201231
DDD;164969893;1;V;20130101;99990101;DIV;30130;0;8;10000;V;20171231
DDD;164997276;2;T;20170101;99990101;DIV;51020;0;5;5500;T;20181231
DDD;164997276;2;V;20170101;99990101;DIV;51010;0;6;9000;V;20191231
DDD;164997276;2;V;20170101;99990101;DIV;51010;0;6;9000;V;20201231
DDD;164997276;4;V;20200101;99990101;DIV;100430;0;8;1000;V;20201231
DDD;164997276;2;T;20170101;99990101;DIV;51020;0;5;5500;T;20171231
DDD;165002492;3;V;20040101;99990101;T&C;10710;0;12;10000;V;20181231
DDD;165002492;3;V;20040101;99990101;T&C;10710;0;12;10000;V;20191231
DDD;165002492;3;V;20040101;99990101;T&C;10710;0;12;10000;V;20201231
DDD;165002492;3;V;20040101;99990101;T&C;10710;0;12;10000;L;20171231
DDD;165005816;2;V;20140101;99990101;NATU;21030;0;8;10000;V;20181231
DDD;165005816;2;V;20140101;99990101;NATU;21030;0;8;10000;V;20191231
DDD;165005816;2;V;20140101;99990101;NATU;21030;0;8;10000;V;20201231
DDD;165005816;2;V;20140101;99990101;NATU;21030;0;8;10000;V;20171231
DDD;165008251;2;V;20010101;99990101;DIV;100230;0;7;8000;V;20181231
DDD;165008251;2;V;20010101;99990101;DIV;100230;0;7;8000;V;20191231
DDD;165008251;2;V;20010101;99990101;DIV;100230;0;7;8000;V;20201231
DDD;165008251;2;V;20010101;99990101;DIV;30820;0;7;8000;V;20171231
DDD;165012085;1;T;20170101;99990101;G&M;10720;0;11;10000;K;20181231
DDD;165012085;1;T;20170101;99990101;G&M;10720;0;11;10000;K;20191231
DDD;165012085;1;T;20170101;99990101;G&M;10720;0;11;10000;K;20201231
DDD;165012085;1;T;20170101;99990101;G&M;10720;0;11;10000;K;20171231
DDD;165021256;1;V;20020101;99990101;DIV;70140;0;11;8000;V;20181231
DDD;165021256;1;V;20020101;99990101;DIV;110240;0;11;8000;V;20191231
DDD;165021256;1;V;20020101;99990101;DIV;110240;0;11;8000;V;20201231
DDD;165021256;1;V;20020101;99990101;DIV;70140;0;11;8000;V;20171231
DDD;165025249;1;V;20090101;99990101;DIV;71310;0;9;10000;V;20181231
DDD;165025249;1;V;20090101;99990101;DIV;71310;0;9;10000;V;20191231
DDD;165025249;1;V;20090101;99990101;DIV;71310;0;9;10000;V;20201231
DDD;165025249;1;V;20090101;99990101;DIV;71310;0;9;10000;V;20171231
DDD;165026199;1;V;20100101;99990101;NATU;21330;0;9;10000;V;20181231
DDD;165026199;1;V;20100101;99990101;NATU;21330;0;9;10000;V;20191231
DDD;165026199;1;V;20100101;99990101;NATU;21330;0;9;10000;V;20171231
DDD;165033088;2;T;20200101;99990101;G&M;30440;0;11;6000;T;20201231
DDD;165033088;1;V;20110101;20180101;NATU;30110;0;10;6000;V;20171231
DDD;165036763;1;T;20200101;99990101;G&M;10930;0;11;500;K;20201231
DDD;165043482;3;T;20180101;99990101;NATU;70910;0;10;8000;T;20181231
DDD;165043482;3;V;20180101;99990101;NATU;70910;0;10;8000;V;20191231
DDD;165043482;3;V;20180101;99990101;NATU;70910;0;10;10000;V;20201231
DDD;165044784;1;T;20170101;20190101;DIV;100320;0;10;8000;T;20181231
DDD;165044784;1;T;20170101;99990101;DIV;100320;0;10;8421;T;20171231
DDD;165047463;1;T;20190101;99990101;DIV;90340;0;9;8000;T;20191231
DDD;165047463;1;T;20190101;99990101;DIV;90330;0;10;8000;T;20201231
DDD;165049418;4;V;19960101;99990101;RECH;10920;0;12;3000;V;20181231
DDD;165049418;4;V;19960101;99990101;RECH;10920;0;12;3000;V;20191231
DDD;165049418;4;V;19960101;99990101;RECH;10920;0;12;3000;V;20201231
DDD;165049418;4;V;19960101;99990101;RECH;10920;0;12;3000;L;20171231
DDD;165052094;1;T;20190101;99990101;NATU;20910;0;4;5000;T;20191231
DDD;165052094;1;T;20190101;20210101;NATU;20910;0;4;6000;T;20201231
DDD;165056216;3;V;20050101;99990101;DIV;100430;0;8;6000;V;20181231
DDD;165056216;3;V;20050101;99990101;DIV;100430;0;8;6000;V;20191231
DDD;165056216;3;V;20050101;99990101;DIV;100420;0;9;6000;V;20201231
DDD;165056216;3;V;20050101;99990101;DIV;100430;0;8;6000;V;20171231
DDD;165059374;1;V;20080101;99990101;RECH;30210;0;6;5000;V;20181231
DDD;165059374;1;V;20080101;99990101;RECH;30210;0;6;5000;V;20191231
DDD;165059374;1;V;20080101;99990101;RECH;100230;0;7;5000;V;20201231
DDD;165059374;1;V;20080101;99990101;RECH;30210;0;6;5000;V;20171231
DDD;165059733;3;V;20050101;99990101;DIV;30130;0;8;9000;V;20181231
DDD;165059733;3;V;20050101;99990101;DIV;30130;0;8;9000;V;20191231
DDD;165059733;3;V;20050101;99990101;DIV;30130;0;8;9000;V;20201231
DDD;165059733;3;V;20050101;99990101;DIV;30130;0;8;9000;V;20171231
DDD;165064759;1;V;20160101;99990101;DIV;60110;0;11;10000;V;20181231
DDD;165064759;1;V;20160101;99990101;DIV;60110;0;11;10000;V;20191231
DDD;165064759;1;V;20160101;99990101;DIV;60110;0;11;10000;V;20201231
DDD;165064759;1;V;20160101;99990101;DIV;60110;0;11;10000;V;20171231
DDD;165069714;1;V;20010101;99990101;DIV;100710;0;11;6000;V;20181231
DDD;165069714;1;V;20010101;99990101;DIV;100710;0;11;6000;V;20191231
DDD;165069714;1;V;20010101;99990101;DIV;100710;0;11;6000;V;20201231
DDD;165069714;1;V;20010101;99990101;DIV;100710;0;11;6000;V;20171231
DDD;165077042;6;V;20160101;99990101;NATU;30820;0;7;6000;V;20181231
DDD;165077042;6;V;20160101;99990101;NATU;30820;0;7;6000;V;20191231
DDD;165077042;6;V;20160101;99990101;NATU;30820;0;7;8000;V;20201231
DDD;165077042;6;V;20160101;99990101;NATU;30820;0;7;5000;V;20171231
DDD;165078211;1;V;20080101;99990101;DIV;22110;0;13;10000;V;20181231
DDD;165078211;1;V;20080101;99990101;DIV;22110;0;13;10000;V;20191231
DDD;165078211;1;V;20080101;99990101;DIV;22110;0;13;10000;V;20201231
DDD;165078211;1;V;20080101;99990101;DIV;22110;0;13;10000;V;20171231
DDD;165078679;1;V;20050101;99990101;T&C;30110;0;10;9000;V;20181231
DDD;165078679;1;V;20050101;99990101;T&C;30110;0;10;9000;V;20191231
DDD;165078679;1;V;20050101;99990101;T&C;30110;0;10;9000;V;20201231
DDD;165078679;1;V;20050101;99990101;T&C;30110;0;10;10000;V;20171231
DDD;165081265;1;V;20000101;99990101;DIV;60120;0;10;8000;V;20181231
DDD;165081265;1;V;20000101;99990101;DIV;60120;0;10;8000;V;20191231
DDD;165081265;1;V;20000101;99990101;DIV;60120;0;10;8000;V;20201231
DDD;165081265;1;V;20000101;99990101;DIV;60120;0;10;8000;V;20171231
DDD;165085228;1;V;19860101;99990101;DIV;70320;0;12;10000;V;20181231
DDD;165085228;1;V;19860101;99990101;DIV;70320;0;12;10000;V;20191231
DDD;165085228;1;V;19860101;99990101;DIV;70320;0;12;10000;V;20201231
DDD;165085228;1;V;19860101;99990101;DIV;70320;0;12;10000;V;20171231
DDD;165085319;2;V;19890101;99990101;DIV;71410;0;12;8000;V;20181231
DDD;165085319;2;V;19890101;99990101;DIV;71410;0;12;7000;V;20191231
DDD;165085319;2;V;19890101;99990101;DIV;71030;0;12;7000;V;20201231
DDD;165085319;2;V;19890101;99990101;DIV;71410;0;12;7000;V;20171231
DDD;165085775;1;V;20010101;99990101;G&M;60420;0;11;6000;V;20181231
DDD;165085775;1;V;20010101;99990101;G&M;60420;0;11;7000;V;20191231
DDD;165085775;1;V;20010101;99990101;DIV;20620;0;11;7000;V;20201231
DDD;165085775;1;V;20010101;99990101;G&M;60420;0;11;7000;V;20171231
DDD;165086366;6;T;20200101;20200101;T&C;10840;0;10;2000;T;20201231
DDD;165087705;1;T;20200101;99990101;G&M;30110;0;10;6000;T;20201231
DDD;165091750;2;V;19860101;99990101;G&M;100230;0;7;8000;V;20181231
DDD;165091750;2;V;19860101;99990101;G&M;100230;0;7;8000;V;20171231
DDD;165094374;1;V;20160101;99990101;G&M;60130;0;9;10000;V;20181231
DDD;165094374;1;V;20160101;99990101;G&M;60130;0;9;10000;V;20191231
DDD;165094374;1;V;20160101;99990101;G&M;60130;0;9;10000;V;20201231
DDD;165094374;1;T;20160101;99990101;G&M;60130;0;9;10000;T;20171231
DDD;165096268;3;V;20080101;99990101;NATU;30820;0;7;7000;V;20181231
DDD;165096268;3;V;20080101;99990101;NATU;30820;0;7;7000;V;20191231
DDD;165096268;3;V;20080101;99990101;NATU;30820;0;7;7000;V;20201231
DDD;165096268;3;V;20080101;99990101;NATU;30820;0;7;7000;V;20171231
DDD;165097181;5;V;20170101;99990101;G&M;110240;0;11;8000;V;20181231
DDD;165097181;5;V;20170101;99990101;G&M;110240;0;11;8000;V;20191231
DDD;165097181;5;V;20170101;99990101;G&M;110240;0;11;3000;V;20201231
DDD;165097181;6;T;20200101;99990101;NATU;70420;0;12;5000;T;20201231
DDD;165097181;5;V;20170101;99990101;G&M;110240;0;11;8000;V;20171231
DDD;165097218;1;V;20010101;99990101;DIV;30610;0;11;8000;V;20181231
DDD;165097218;1;V;20010101;99990101;DIV;30610;0;11;8000;V;20191231
DDD;165097218;1;V;20010101;99990101;DIV;30610;0;11;8000;V;20201231
DDD;165097218;1;V;20010101;99990101;DIV;30610;0;11;8000;V;20171231
DDD;165100618;2;V;20150101;99990101;DIV;100220;0;8;7000;V;20181231
DDD;165100618;2;V;20150101;99990101;DIV;100220;0;8;7000;V;20191231
DDD;165100618;2;V;20150101;99990101;DIV;100220;0;8;7000;V;20201231
DDD;165100618;2;V;20150101;99990101;DIV;100220;0;99;7000;V;20171231
DDD;165100978;1;V;19940101;20190101;T&C;30820;0;7;5250;V;20181231
DDD;165100978;1;V;19940101;99990101;T&C;30820;0;7;5250;V;20171231
DDD;165102335;2;V;20060101;99990101;RECH;10930;0;11;10000;V;20181231
DDD;165102335;2;V;20060101;99990101;RECH;10930;0;11;10000;L;20171231
DDD;165102578;1;V;20080101;99990101;T&C;100230;0;7;6500;V;20181231
DDD;165102578;1;V;20080101;99990101;T&C;100230;0;7;6500;V;20191231
DDD;165102578;1;V;20080101;99990101;T&C;100230;0;7;6500;V;20201231
DDD;165102578;1;V;20080101;99990101;T&C;30820;0;7;6500;V;20171231
DDD;165103230;1;V;20170101;99990101;DIV;80710;0;8;7000;V;20181231
DDD;165103230;1;V;20170101;99990101;DIV;80710;0;8;7000;V;20191231
DDD;165103230;1;V;20170101;99990101;DIV;80710;0;8;7000;V;20201231
DDD;165103230;1;T;20170101;99990101;DIV;80710;0;8;7000;T;20171231
DDD;165103851;2;V;20020101;99990101;DIV;60330;0;8;10000;V;20181231
DDD;165103851;2;V;20020101;99990101;DIV;60330;0;8;10000;V;20191231
DDD;165103851;2;V;20020101;99990101;DIV;60330;0;8;10000;V;20201231
DDD;165103851;2;V;20020101;99990101;DIV;60330;0;8;6000;V;20171231
DDD;165109663;2;V;19860101;99990101;DIV;51730;0;8;10000;V;20181231
DDD;165109663;2;V;19860101;99990101;DIV;51730;0;8;10000;V;20191231
DDD;165109663;2;V;19860101;99990101;DIV;51730;0;8;10000;V;20201231
DDD;165109663;2;V;19860101;99990101;DIV;51730;0;8;10000;V;20171231
DDD;165116808;5;V;19960101;99990101;NATU;51320;0;4;6000;V;20181231
DDD;165116808;5;V;19960101;99990101;NATU;51320;0;4;6000;V;20191231
DDD;165116808;5;V;19960101;99990101;DIV;51320;0;4;6000;V;20201231
DDD;165116808;5;V;19960101;99990101;NATU;51320;0;4;6000;V;20171231
DDD;165118027;1;T;20190101;99990101;RECH;30830;0;6;8000;T;20191231
DDD;165118027;1;T;20190101;99990101;RECH;30830;0;6;8000;T;20201231
DDD;165124118;5;V;20120101;99990101;DIV;60805;0;10;8000;V;20181231
DDD;165124118;5;V;20120101;99990101;DIV;60805;0;10;8000;V;20191231
DDD;165124118;5;V;20120101;99990101;DIV;60805;0;10;8000;V;20201231
DDD;165124118;5;V;20120101;99990101;DIV;60805;0;10;8000;V;20171231
DDD;165128244;1;V;20000101;99990101;DIV;51230;0;6;10000;V;20181231
DDD;165128244;1;V;20000101;99990101;DIV;51230;0;6;10000;V;20191231
DDD;165128244;1;V;20000101;99990101;DIV;51230;0;6;10000;V;20201231
DDD;165128244;1;V;20000101;99990101;DIV;51230;0;6;10000;V;20171231
DDD;165129334;1;V;20020101;99990101;RECH;30810;0;8;7000;V;20181231
DDD;165129334;1;V;20020101;99990101;RECH;30810;0;8;5000;V;20191231
DDD;165129334;1;V;20020101;99990101;RECH;30810;0;8;5000;V;20201231
DDD;165129334;1;V;20020101;99990101;RECH;30810;0;8;7000;V;20171231
DDD;165133574;5;V;20110101;99990101;T&C;10710;0;12;8000;V;20181231
DDD;165133574;5;V;20110101;99990101;T&C;10710;0;12;8000;V;20191231
DDD;165133574;5;V;20110101;99990101;T&C;10710;0;12;8000;V;20201231
DDD;165133574;5;V;20110101;99990101;T&C;10710;0;12;8000;L;20171231
DDD;165137434;1;V;20100101;99990101;DIV;71030;0;12;10000;V;20181231
DDD;165137434;1;V;20100101;99990101;DIV;71030;0;12;10000;V;20171231
DDD;165140822;1;T;20200101;99990101;G&M;11010;0;10;10000;T;20201231
DDD;165151735;1;V;20170101;99990101;NATU;71310;0;9;8000;V;20181231
DDD;165151735;1;V;20170101;99990101;NATU;71310;0;9;8000;V;20191231
DDD;165151735;1;V;20170101;99990101;NATU;71310;0;9;8000;V;20201231
DDD;165151735;1;T;20170101;99990101;NATU;71310;0;9;8000;T;20171231
DDD;165152064;1;V;20080101;20170101;RECH;10920;0;12;5500;L;20171231
DDD;165163215;2;V;20040101;99990101;G&M;60140;0;8;10000;V;20181231
DDD;165163215;2;V;20040101;99990101;G&M;60140;0;8;10000;V;20191231
DDD;165163215;2;V;20040101;99990101;G&M;60140;0;8;10000;V;20201231
DDD;165163215;2;V;20040101;99990101;G&M;60140;0;8;10000;V;20171231
DDD;165170024;4;V;20020101;99990101;G&M;10510;1;18;10000;V;20181231
DDD;165170024;4;V;20020101;99990101;G&M;10510;1;18;10000;V;20191231
DDD;165170024;4;V;20020101;99990101;G&M;10510;1;18;10000;V;20201231
DDD;165170024;4;V;20020101;99990101;G&M;10510;1;18;10000;L;20171231
DDD;165170249;10;V;20110101;99990101;G&M;10930;0;11;9000;V;20181231
DDD;165170249;10;V;20110101;99990101;G&M;10930;0;11;10000;V;20191231
DDD;165170249;10;V;20110101;99990101;G&M;10930;0;11;10000;V;20201231
DDD;165170249;10;V;20110101;99990101;G&M;10940;0;10;9000;L;20171231
DDD;165171484;2;V;20030101;99990101;DIV;51120;0;3;10000;V;20181231
DDD;165171484;2;V;20030101;99990101;DIV;51110;0;4;10000;V;20191231
DDD;165171484;2;V;20030101;99990101;DIV;51110;0;4;10000;V;20201231
DDD;165171484;2;V;20030101;99990101;DIV;51120;0;3;10000;V;20171231
DDD;165176494;1;V;20120101;99990101;RECH;30430;0;12;10000;V;20181231
DDD;165176494;1;V;20120101;99990101;RECH;30430;0;12;10000;V;20191231
DDD;165176494;1;V;20120101;99990101;RECH;30430;0;12;10000;V;20201231
DDD;165176494;1;V;20120101;99990101;RECH;30430;0;12;10000;V;20171231
DDD;165194624;1;V;20130101;99990101;G&M;10520;1;16;10000;V;20181231
DDD;165194624;1;V;20130101;99990101;G&M;10520;1;16;10000;V;20191231
DDD;165194624;1;V;20130101;99990101;G&M;10520;1;16;10000;V;20201231
DDD;165194624;1;V;20130101;99990101;G&M;10520;1;16;10000;L;20171231
DDD;165197109;1;V;20160101;99990101;RECH;70130;0;11;10000;V;20181231
DDD;165197109;1;V;20160101;99990101;RECH;70130;0;11;10000;V;20191231
DDD;165197109;1;V;20160101;99990101;RECH;70130;0;11;10000;V;20201231
DDD;165197109;1;V;20160101;99990101;RECH;70130;0;11;10000;V;20171231
DDD;165199185;8;V;19920101;99990101;DIV;20210;0;11;8000;V;20181231
DDD;165199185;8;V;19920101;99990101;DIV;20210;0;11;8000;V;20191231
DDD;165199185;8;V;19920101;99990101;DIV;20210;0;11;8000;V;20201231
DDD;165199185;8;V;19920101;99990101;DIV;20210;0;11;8000;V;20171231
DDD;165202767;5;V;20080101;99990101;G&M;100910;0;11;10000;V;20181231
DDD;165202767;5;V;20080101;99990101;G&M;100910;0;11;10000;V;20191231
DDD;165202767;5;V;20080101;99990101;G&M;100910;0;11;10000;V;20201231
DDD;165202767;5;V;20080101;99990101;G&M;100910;0;11;10000;V;20171231
DDD;165204899;1;V;19980101;99990101;DIV;80310;0;10;5000;V;20181231
DDD;165204899;1;V;19980101;99990101;DIV;80310;0;10;5000;V;20191231
DDD;165204899;1;V;19980101;99990101;DIV;80310;0;10;5000;V;20201231
DDD;165204899;1;V;19980101;99990101;DIV;80310;0;10;5000;V;20171231
DDD;165216865;1;V;19930101;99990101;DIV;51720;0;9;10000;V;20181231
DDD;165216865;1;V;19930101;99990101;DIV;51720;0;9;10000;V;20191231
DDD;165216865;1;V;19930101;99990101;DIV;51720;0;9;10000;V;20201231
DDD;165216865;1;V;19930101;99990101;DIV;51720;0;9;10000;V;20171231
DDD;165217005;9;V;20180101;99990101;G&M;10930;0;11;5000;V;20181231
DDD;165217005;7;T;20140101;99990101;G&M;10920;0;12;5000;L;20181231
DDD;165217005;7;V;20140101;99990101;G&M;10920;0;12;2000;V;20191231
DDD;165217005;9;V;20180101;99990101;G&M;10930;0;11;7000;V;20191231
DDD;165217005;9;V;20180101;99990101;G&M;10930;0;11;7000;V;20201231
DDD;165217005;7;V;20140101;99990101;G&M;10920;0;12;2000;V;20201231
DDD;165217005;8;T;20140101;99990101;G&M;10830;0;11;2000;T;20171231
DDD;165217005;7;T;20140101;99990101;G&M;10920;0;12;5000;L;20171231
DDD;165217642;1;V;20080101;99990101;RECH;10520;1;16;10000;V;20181231
DDD;165217642;1;V;20080101;99990101;RECH;10520;1;16;10000;V;20191231
DDD;165217642;1;V;20080101;99990101;RECH;10520;1;16;10000;V;20201231
DDD;165217642;1;V;20080101;99990101;RECH;10520;1;16;10000;L;20171231
DDD;165218635;2;T;20200101;99990101;DIV;100430;0;8;500;T;20201231
DDD;165222456;2;V;20090101;99990101;NATU;30820;0;7;5000;V;20181231
DDD;165222456;1;V;20070101;99990101;NATU;30820;0;7;5000;V;20181231
DDD;165222456;1;V;20070101;99990101;NATU;30820;0;7;10000;V;20191231
DDD;165222456;1;V;20070101;99990101;NATU;30810;0;8;10000;V;20201231
DDD;165222456;2;V;20090101;99990101;NATU;30820;0;7;5000;V;20171231
DDD;165222456;1;V;20070101;99990101;NATU;30820;0;7;5000;V;20171231
DDD;165225755;1;V;20010101;99990101;G&M;30110;0;10;6000;V;20181231
DDD;165225755;1;V;20010101;99990101;G&M;30110;0;10;6000;V;20191231
DDD;165225755;1;V;20010101;99990101;G&M;30110;0;10;6000;V;20201231
DDD;165225755;1;V;20010101;99990101;G&M;30110;0;10;6000;V;20171231
DDD;165237380;2;V;19840101;99990101;DIV;60130;0;9;6000;V;20181231
DDD;165237380;2;V;19840101;99990101;DIV;60130;0;9;6000;V;20191231
DDD;165237380;2;V;19840101;99990101;DIV;60130;0;9;6000;V;20201231
DDD;165237380;2;V;19840101;99990101;DIV;60130;0;9;6000;V;20171231
DDD;165239286;1;V;19920101;99990101;DIV;22120;0;12;10000;V;20181231
DDD;165239286;1;V;19920101;99990101;DIV;22120;0;12;10000;V;20191231
DDD;165239286;1;V;19920101;99990101;DIV;22120;0;12;10000;V;20201231
DDD;165239286;1;V;19920101;99990101;DIV;22120;0;12;10000;V;20171231
DDD;165246315;1;T;20200101;99990101;NATU;30820;0;7;6000;T;20201231
DDD;165251492;4;V;20070101;99990101;RECH;10830;0;11;6000;V;20171231
DDD;165256709;5;V;19990101;99990101;G&M;10920;0;12;7000;V;20181231
DDD;165256709;5;V;19990101;99990101;G&M;10920;0;12;2000;V;20191231
DDD;165256709;5;V;19990101;99990101;G&M;10920;0;12;2000;V;20201231
DDD;165256709;5;V;19990101;99990101;G&M;10920;0;12;7000;L;20171231
DDD;165258268;1;V;20110101;99990101;G&M;21420;0;8;10000;V;20181231
DDD;165258268;1;V;20110101;99990101;G&M;21420;0;8;10000;V;20191231
DDD;165258268;1;V;20110101;99990101;G&M;21420;0;8;10000;V;20201231
DDD;165258268;1;V;20110101;99990101;G&M;21420;0;8;10000;V;20171231
DDD;165259789;12;T;20190101;99990101;G&M;10930;0;11;6000;L;20191231
DDD;165259789;12;T;20190101;99990101;G&M;10930;0;11;6000;L;20201231
DDD;165259789;8;T;20130101;99990101;G&M;10940;0;10;8000;L;20171231
DDD;165270553;1;T;20200101;99990101;DIV;70320;0;12;10000;T;20201231
DDD;165277828;1;V;20100101;99990101;NATU;90220;0;8;7500;V;20181231
DDD;165277828;1;V;20100101;99990101;NATU;90220;0;8;7500;V;20191231
DDD;165277828;1;V;20100101;99990101;NATU;90210;0;9;7500;V;20201231
DDD;165277828;1;V;20100101;99990101;NATU;30820;0;7;7500;V;20171231
DDD;165284540;1;V;20050101;99990101;T&C;30820;0;7;5000;V;20181231
DDD;165284540;1;V;20050101;99990101;T&C;30820;0;7;5000;V;20191231
DDD;165284540;1;V;20050101;99990101;T&C;30820;0;7;5000;V;20201231
DDD;165284540;1;V;20050101;99990101;T&C;30820;0;7;5000;V;20171231
DDD;165286263;3;V;20020101;99990101;DIV;30820;0;7;8000;V;20181231
DDD;165286263;3;V;20020101;99990101;DIV;30820;0;7;8000;V;20191231
DDD;165286263;3;V;20020101;99990101;DIV;30820;0;7;8000;V;20201231
DDD;165286263;3;V;20020101;99990101;DIV;30820;0;7;8000;V;20171231
DDD;165293462;1;V;20090101;99990101;RECH;30640;0;8;6000;V;20181231
DDD;165293462;1;V;20090101;99990101;RECH;30640;0;8;6000;V;20191231
DDD;165293462;1;V;20090101;99990101;RECH;30640;0;8;6000;V;20201231
DDD;165293462;1;V;20090101;99990101;RECH;30640;0;8;6000;V;20171231
DDD;165297517;4;V;20090101;99990101;G&M;10520;1;16;10000;V;20181231
DDD;165297517;4;V;20090101;99990101;G&M;10520;1;16;10000;V;20191231
DDD;165297517;4;V;20090101;99990101;G&M;10520;1;16;10000;V;20201231
DDD;165297517;4;V;20090101;99990101;G&M;10520;1;16;10000;L;20171231
DDD;165298819;10;T;20130101;99990101;G&M;10930;0;11;5000;L;20181231
DDD;165298819;10;V;20130101;99990101;G&M;10930;0;11;5000;V;20191231
DDD;165298819;10;V;20130101;99990101;G&M;10930;0;11;5000;V;20201231
DDD;165298819;10;T;20130101;99990101;G&M;10930;0;11;5000;L;20171231
